symbol,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1,total
ZNF833P,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,7,0,0,1,0,0,0,14
LRRC24,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14
NNMT,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ELOVL2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
C19orf73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,14
CSGALNACT2,0,0,0,0,5,3,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,14
KIAA1210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,3,4,1,0,0,0,0,0,0,14
USP28,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14
S100A12,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,14
GGT8P,0,3,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,14
LOC646999,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,5,0,0,2,0,0,0,0,0,14
DCLRE1B,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14
SNORD110,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
FBXO22-AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14
TFAP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,14
WNT9B,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,3,0,0,14
MANEA,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ZFHX4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,14
HIST2H4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,2,0,1,14
C15orf42,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14
CD3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,8,2,0,0,14
CD247,0,0,0,2,1,1,1,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,2,0,0,14
EGFEM1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,14
SECISBP2L,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
RAPGEF5,1,0,0,0,4,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
TESPA1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,0,0,0,0,14
LOC100131551,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,13
LOC100190938,3,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13
AASS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,8,0,0,0,0,0,0,13
ABCA7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,4,0,0,1,0,0,0,0,13
HOGA1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,2,0,0,1,3,0,13
CHRNB4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,1,0,13
SLAMF6,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,2,0,0,0,13
C3orf24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13
OSCAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13
LACC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,13
LOC145783,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0,0,13
VSIG10L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13
THAP6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,6,0,0,0,0,0,13
C8orf37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,4,0,13
EIF2C3,0,0,1,0,0,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
C6orf170,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
SSPO,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
PRND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,13
IL4I1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,13
OSTF1,0,0,0,8,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
INGX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,13
C3orf33,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,13
GRIK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,13
HBBP1,1,0,0,0,0,3,2,0,2,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13
HLA-DOB,0,1,0,0,0,5,0,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
CYP27C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,13
NCCRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,5,0,1,0,0,0,0,0,13
HSP90B3P,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,13
IL12RB2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,1,0,0,1,1,0,13
AQP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,1,1,0,1,0,0,0,0,0,13
GUSBP2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,13
LOC401093,0,0,0,0,0,0,0,0,0,0,8,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
IDNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,1,3,0,0,1,0,0,13
MME,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13
CATSPER2P1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,5,0,0,3,0,0,0,0,0,13
ZNF716,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,5,0,0,1,0,0,0,1,0,13
MT1X,0,0,0,0,0,0,0,8,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
LRRC37A2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,13
MYO15A,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13
ACP5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13
L1TD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0,13
BNC2,0,8,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13
PIWIL2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,7,0,0,0,0,0,0,0,13
ADAP2,0,0,0,0,3,0,0,0,0,6,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13
LRP2BP,0,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
BIK,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,13
PPIAL4G,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,13
SLC8A1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,13
ULBP3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,1,0,0,2,0,0,1,0,0,0,2,0,13
PNPLA3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,13
SSPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,1,0,0,13
SRRM4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,2,0,13
BUD13,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
BARX2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13
NKD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,13
SEC16B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,5,0,0,0,0,0,13
ZNF765,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,6,0,0,0,0,0,0,13
STOML1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
CAMK2N2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13
TSC22D2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13
CDSN,0,0,4,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
TNFSF13B,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,0,0,0,12
KLHL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,12
CCR6,0,0,0,0,2,0,0,1,1,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,12
C16orf46,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SLC43A2,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12
CCDC163P,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,12
FAM3D,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
FAM194A,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
IL31RA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,1,0,0,0,12
ANKRD30BP2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,12
WTH3DI,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,12
RNF217,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
KCTD7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ZNF550,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,12
WBP2NL,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12
ZNF169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,1,1,0,0,0,1,0,12
RPSAP52,1,0,1,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,12
ENPP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12
ARHGEF15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12
LAMB2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12
N4BP3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,12
KIAA1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
SCML4,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,12
FAM169A,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ZNF658,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12
GAS6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12
GFRA2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,12
TPK1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12
HNF1A-AS1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,12
PIGW,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12
NWD1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,0,0,1,0,2,0,0,0,0,2,12
FAM182A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,0,0,0,12
RPL34-AS1,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12
GRM7,0,0,0,2,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,12
FAM149B1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,12
C2orf74,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,12
CCDC36,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,1,0,1,1,0,0,0,0,12
ITIH2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
KRT17,0,0,1,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,12
LIPT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,12
LOC388692,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,0,0,3,0,0,1,1,0,0,0,0,0,12
C1orf140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,6,1,0,0,0,1,0,12
OR2A7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
RNF125,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,3,12
TASP1,0,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,12
JPH1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,12
C8orf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12
C17orf48,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
AKR1B10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,12
SLC12A5,0,2,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SCNN1B,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
NPAS3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
CTAGE9,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
PHGR1,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ISL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12
SNORD23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
MRS2P2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,12
MAP7D3,0,0,0,5,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12
NIPAL2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12
SYNPO2L,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,12
ITIH5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,4,0,0,2,0,0,0,0,1,12
THAP2,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ZNF484,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
CCND2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,2,0,0,0,0,0,12
CD3G,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
NBR2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,11
CPLX1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
CEACAM8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,1,11
PPBPP2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,3,11
ADAMTS5,0,0,0,0,0,1,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
LRIG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11
COL4A5,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
CRYBB3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
CSPG4,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
MEI1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,11
LOC151658,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11
IRX2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
HSD17B7P2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11
NOP9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11
ZNF540,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
IDO2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,11
DMBT1,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
EEF1DP3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,2,0,0,11
SPAG17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
LRRC45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,11
SLC37A2,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,11
FAM124A,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11
IKZF2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,11
ZFP30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,11
NPAP1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,11
ZNF620,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,4,1,0,0,0,0,11
ANGPT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,7,0,0,0,0,11
FAM171A2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
CAGE1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11
HSD3B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,3,0,0,0,0,0,0,11
FAM111B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,11
TBC1D10C,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,11
TOMM20L,0,0,0,1,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
C2CD4B,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
LAG3,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11
C3orf72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,5,0,0,11
FAM190A,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,11
SLC25A53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,11
MC2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,11
ASCL2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11
CFP,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11
DUOX1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,3,0,0,0,11
SVOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11
AZU1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
TTYH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,1,0,0,0,3,0,0,11
CACNG8,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,11
SNORA63,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
CDH23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,2,11
C14orf176,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11
SFTPB,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,11
COL6A4P2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,11
LINC00598,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,11
RFX7,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,11
SLC3A1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,0,0,0,3,0,0,0,0,0,11
